name,ingredients_name,category
Mexican Beans Salad Recipe,"Kabuli Chana (White Chickpeas), Black Eyed Beans (Lobia), Rajma (Large Kidney Beans), Green Bell Pepper (Capsicum), Sweet corn, Iceberg lettuce, Purple cabbage, Onion, Extra Virgin Olive Oil, Vinegar, Sugar, Salt, Garlic, Lemon juice, Coriander (Dhania) Leaves, Cumin seeds (Jeera), Black pepper powder, Cumin seeds (Jeera), Tomato Ketchup",Other
Palak Paneer Recipe - Spinach Paneer Recipe,"Paneer, Spinach, Tomato, Garlic, Ginger, Green Chillies, Cumin Seeds, Cinnamon Powder, Cumin Powder, Turmeric Powder, Garam Masala Powder, Cream, Butter, Salt",Other
Pudina Idli Recipe - Mint Flavoured Idli,"Idli Dosa Batter, Green Chutney (Coriander & Mint)",Other
Cheesy Veg Paniyaram Recipe With Cheesy Tomato Chutney,"Bajra (seeds), Idli Rice, White Urad Dal (Whole), Methi Seeds (Fenugreek Seeds), Salt, Bajra Dosa Batter, Onion, Carrot (Gajjar), Beetroot, Britannia Cheese Cubes, Oil, Onion, Green Chilli, Garlic, Tomatoes, Red Chilli powder, Salt, Britannia Cheese Spread - Classic",Other
Cantaloupe Pomegranate and Mint Juice Recipe,"Fresh Pomegranate Fruit Kernels, Cantaloupe, Mint Leaves (Pudina), Salt, Lemon",Other
Onion Cucumber Salad Recipe - Onion Cucumber Salad,"Onions, Cucumber, Lemon juice, Salt, Red Chilli powder, Cumin powder (Jeera), Chaat Masala Powder",Other
Corn And Peas Curry Recipe,"Corn Cob, Salt, Water, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Dry Red Chillies, Oil, Garlic, Ginger, Onions, Fresh coconut, Oil, Mustard seeds (Rai/ Kadugu), Curry leaves, Homemade tomato puree, Salt, Turmeric powder (Haldi), Garam masala powder, Kashmiri Red Chilli Powder, Green peas (Matar)",Indian
Napa Cabbage Coleslaw with Greek Yogurt Recipe ,"Napa Cabbage, Carrot (Gajjar), Cucumber, Sunflower seeds, Cranberries, Hung Curd (Greek Yogurt), Honey, Salt",Other
Konkani Style Avnas Ambe Sasam Recipe-Fruit Salad with Coconut,"Pineapple, Mango (Ripe), Green Grapes, Fresh coconut, Dry Red Chilli, Jaggery, Mustard seeds (Rai/ Kadugu), Mustard seeds (Rai/ Kadugu), Curry leaves, Oil",Other
Blueberry Chia Banana Smoothie Recipe,"Blueberries, Ripe Bananas, Chia Seeds, Whole Almonds (Badam), Honey, Tender coconut water, Ice cubes",Other
Beans Mezhukkupuratti Recipe - Kerala Style Stir Fried Beans,"Green beans (French Beans), Onion, Mustard seeds (Rai/ Kadugu), Curry leaves, Turmeric powder (Haldi), Black pepper powder, Coconut Oil, Salt",Other
Beetroot Carrot Raita Recipe,"Carrot (Gajjar), Beetroot, Curd (Dahi / Yogurt), Cumin powder (Jeera), Red Chilli powder, Salt, Chaat Masala Powder, Mint Leaves (Pudina)",Other
No Bake Marie Biscuit Energy Bites Recipe,"Marie Biscuit, Peanut Butter, Honey, Coconut Oil, Vanilla Extract, Sesame seeds (Til seeds)",Other
Broccoli Oats Smoothie Bowl Recipe,"Broccoli, Milk, Curd (Dahi / Yogurt), Instant Oats (Oatmeal), Honey, Mixed fruits, Dry Fruits",Other
Curry Leaves Buttermilk Recipe - Curry Patta Chaas Recipe,"Curd (Dahi / Yogurt), Water, Curry leaves, Green Chilli, Salt, Black pepper powder",Indian
Strawberry Yogurt Lassi Recipe,"Curd (Dahi / Yogurt), Milk, Honey, Cardamom Powder (Elaichi), Strawberries, Mint Leaves (Pudina), Ice cubes",Other
Healthy Vegetable Paratha Rolls Recipe,"Tawa Paratha, Onion, Cabbage (Patta Gobi/ Muttaikose), Carrot (Gajjar), Green peas (Matar), Potatoes (Aloo), Green Bell Pepper (Capsicum), Tomato, Ginger, Green Chilli, Coriander (Dhania) Leaves, Oil, Cumin seeds (Jeera), Salt, Garam masala powder",Other
Chatpata Aam Panna Recipe,"Mango (Raw), Cardamom Powder (Elaichi), Fennel seeds (Saunf), Black pepper powder, Black Salt (Kala Namak), Bisleri Fonzo",Other
Gujarati Palak Dhokla Recipe - Steamed Spinach Lentil Cakes,"Gram flour (besan), Spinach Leaves (Palak), Hung Curd (Greek Yogurt), Ginger, Green Chillies, Oil, Lemon juice, Sugar, Salt, Enos Fruit Salt, Oil, Mustard seeds (Rai/ Kadugu), Sesame seeds (Til seeds), Curry leaves, Asafoetida (hing), Water",Other
Gujarati Palak Dhokla Recipe –,"Gram flour, spinach, hung curd, ginger, green chillies, oil, lemon juice, sugar, salt, Eno fruit salt, oil, mustard seeds, sesame seeds (white), curry leaves, asafoetida, water",Other
Bottle Gourd Ice Cream Recipe - Lauki Ice Cream,"Bottle gourd (lauki), Milk, Fresh cream, Ghee, Cardamom Powder (Elaichi), Slivered Almonds (Badam)",Other
Avengers Cheeseburger Recipe-Aloo Tikki Burger Recipe,"Potatoes (Aloo), Onions, Green Bell Pepper (Capsicum), Carrots (Gajjar), Red Chilli powder, Garam masala powder, Mint Leaves (Pudina), Corn flour, Salt, Whole Wheat Bread crumbs, Oil, Burger buns, Britannia Cheese Slice, Britannia Cheese Spread - Asli Pepper, Onion, Tomato, Iceberg lettuce",American
Easy Homemade Sugar Free Dates Flavored Yogurt Recipe,"Milk, Milk Powder, Dates, Curd (Dahi / Yogurt)",Other
Raw Mango Coconut Chutney Recipe - Raw Mango Coconut Chutney Recipe,"Coconut, raw mango, green chillies, salt, water, oil, mustard seeds, dried red chillies, curry leaves, raw mango",Other
Aloo Methi Masala Recipe - Potato & Fenugreek Leaves Gravy,"Potato (Aloo), Methi Leaves (Fenugreek Leaves), Tomato, Onion, Whole Black Peppercorns, Dry Red Chilli, Cloves (Laung), Bay leaf (tej patta), Oil, Salt, Red Chilli powder, Turmeric powder (Haldi), Garam masala powder, Coriander Powder (Dhania), Asafoetida (hing), Cumin seeds (Jeera), Coriander (Dhania) Leaves",Indian
Eggless Mango Muffins Recipe,"All Purpose Flour (Maida), Mango Pulp (Puree), Caster Sugar, Oil, Flaxmeal Egg Replacer, Vanilla Extract, Salt, Baking powder",Other
Coffee Ice Cream Recipe,"Fresh cream, Milk, Sugar, Vanilla Extract, Instant Coffee Powder",Other
Paruppu Thogayal Recipe - Paruppu Thogayal Recipe,"Arhar dal, roasted chana dal, whole black pepper, dried red chilli, onion, coconut, salt, jaggery, tamarind paste, oil, asafoetida, salt",Other
Masala Pav Recipe With Cheese,"Butter (Salted), Ginger, Garlic, Onion, Tomato, Potatoes (Aloo), Turmeric powder (Haldi), Red Bell pepper (Capsicum), Salt, Garam masala powder, Pav bhaji masala, Coriander (Dhania) Leaves, Pav buns, Ghee, Pav bhaji masala, Onion, Coriander (Dhania) Leaves, Sev, Mozzarella cheese, Green Chutney (Coriander & Mint), Sweet Chutney (Date & Tamarind), Onion",Indian
Kerala Style Whole Wheat Parotta Recipe ,"Whole Wheat Flour, Ghee, Milk, Sugar, Water, Ghee, Salt",Other
Chinese Darsaan Recipe With Ice Cream ,"Oil, All Purpose Flour (Maida), Baking powder, Water, Oil, Honey, Sugar, Sesame seeds (Til seeds), Water, Vanilla Extract",Other
Malai Chickpea Kebab Recipe,"Kala Chana (Brown Chickpeas), Instant Oats (Oatmeal), Onion, Green Chilli, Garlic, Lemon, Oil, Coriander (Dhania) Leaves, Salt",Other
Bael Ka Sharbat Recipe - Wood Apple Squash Drink,"Wood apple (bael fruit), Jaggery, Black Salt (Kala Namak), Cumin powder (Jeera), Lemon juice, Mint Leaves (Pudina), Water, Ice cubes",Other
Homemade Mango Ice-Cream Recipe,"Fresh cream, Mango Pulp (Puree), Sugar, Mango (Ripe)",Other
"Stuffed Bread Rolls With Pumpkin, Onion & Cheese Recipe","Whole Wheat Flour, All Purpose Flour (Maida), Butter (Unsalted), Active dry yeast, Sugar, Salt, Kaddu (Parangikai/ Pumpkin), Onion, Garlic, Fresh cream, Nutmeg powder, Red Chilli flakes, Fresh Thyme leaves, Milk, Cheese, Salt",Other
Bharma Baingan Ki Sabzi Recipe - Spicy Stuffed Brinjals ,"Small Brinjal (Baingan / Eggplant), Oil, Garlic, Onions, Green Chillies, Ginger, Salt, Cumin powder (Jeera), Garam masala powder, Amchur (Dry Mango Powder), Mint Leaves (Pudina), Salt",Other
Roasted Chickpeas Recipe,"Kabuli Chana (White Chickpeas), Cajun spice mix, Garam masala powder, Red Chilli flakes, Dried oregano, Extra Virgin Olive Oil, Garlic, Salt",Other
Kadhai Paneer Recipe - Kadhai Paneer Recipe,"Paneer, onion, capsicum (green), ginger, garlic, tomatoes, cardamom powder, turmeric powder, cumin powder, red chili powder, black pepper powder, kasuri methi, oil, butter, salt",Other
Amla Methi Sukhi Sabzi Recipe - Amla Methi Sukhi Sabzi Recipe,"Amla, water, oil, cumin seeds, fennel seeds, celery, asafoetida, green chillies, ginger, garlic, onion, tomato, salt, turmeric powder, fenugreek, garam masala powder, coriander powder, cumin powder, green coriander",Other
Homemade Thengai Sevai Recipe - Coconut Idiyappam Recipe,"Idli Rice, Fresh coconut, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Dry Red Chillies, Roasted Peanuts (Moongphali), Green Chillies, Curry leaves, Ginger, Sesame (Gingelly) Oil",Other
Tender Coconut Ice Cream Recipe,"Tender coconut water, Fresh cream, Sugar, Tender coconut meat, Condensed Milk, Honey, Ice cream cone",Other
Karnataka Style Gorai Kai Kara Recipe - Cluster Beans Chutney,"Gawar Phali (Kothavarangai / Cluster beans), Ginger, Garlic, Green Chillies, Roasted Peanuts (Moongphali), Coriander (Dhania) Seeds, Cumin seeds (Jeera), Tamarind, Salt, Mustard seeds (Rai / Kadugu), White Urad Dal (Split), Asafoetida (hing)",Other
पनीर और हरे मटर का पराठा रेसिपी - Paneer and Green Peas Paratha Recipe,"हरे मटर, पनीर, अदरक, हरी मिर्च, हल्दी पाउडर, लाल मिर्च पाउडर , अमचूर पाउडर, धनिया पाउडर , नमक, गेहूं का आटा, नमक, तेल, पानी ",Other
"ब्रॉकली, पनीर और पीनट सैंडविच रेसिपी - Broccoli, Paneer & Peanut Sandwich Recipe","ब्रेड, ब्रोकली, पनीर, मूंगफली , लहसुन, रेड चिल्ली सॉस, काली मिर्च पाउडर, नमक, मक्खन, तेल",American
Nongu Paal Recipe - Nongu Paal Recipe,"nongu, milk, sugar, cardamom powder, rose water, pomegranate seeds, rose petals",Other
Sundakkai / Manathakkali Kai Vathal Kuzhambu Recipe - A Spicy Tamarind Curry,"Manathakkali Kai Vathal, Pearl onions (Sambar Onions), Sambar Powder, Jaggery, Tamarind Water, Mustard seeds (Rai/ Kadugu), Methi Seeds (Fenugreek Seeds), Sesame (Gingelly) Oil, Curry leaves, Salt",Indian
Carrot And Capsicum Mix Dal Recipe,"Arhar dal, carrot, capsicum (green), tomato, ginger, turmeric powder, tamarind water, salt, mustard seeds, cumin seeds, asafoetida, curry leaves, tomato, green chilly",Indian
Coleslaw Salad on Sliced Apple Recipe,"Apple, Purple cabbage, Potato (Aloo), Walnuts, Dried oregano, Red Chilli flakes, Honey, Tabasco Original - Hot Sauce, Hung Curd (Greek Yogurt), Spring Onion (Bulb & Greens), Lemon, Salt",Other
Chicken Cheese Stuffed Kulcha Recipe,"Chicken, Oil, Garlic, Red Chilli powder, Cumin powder (Jeera), Black pepper powder, Turmeric powder (Haldi), Garam masala powder, Cheese, Coriander Powder (Dhania), Whole Wheat Flour, Active dry yeast, All Purpose Flour (Maida), Curd (Dahi / Yogurt), Sugar, Salt, Water, Butter (Salted), Butter (Salted), Kalonji (Onion Nigella Seeds), Butter (Salted), Coriander (Dhania) Leaves",Other
Paneer Sizzler Recipe In Chilli Garlic Sauce With Rice,"Sesame (Gingelly) Oil, Garlic, Blanched tomatoes, Red Chilli sauce, Water, Corn flour, Sugar, Mixed vegetables, Salt, Basmati rice, Onion, Carrot (Gajjar), Green beans (French Beans), Red Yellow and Green Bell Peppers (Capsicum), Green Chillies, Ginger Garlic Paste, Sesame (Gingelly) Oil, Salt, Paneer (Homemade Cottage Cheese), Onion, Carrot (Gajjar), Tomato, Cauliflower (gobi), Sweet corn, Green beans (French Beans), Oil, Whole Black Peppercorns, Salt, Spring Onion Greens, Cabbage (Patta Gobi/ Muttaikose), Butter (Salted)",Other
Turmeric Latte Recipe,"Milk, Turmeric powder (Haldi), Honey, Cinnamon Powder (Dalchini), Nutmeg powder, Maple syrup, Fresh coconut, Black pepper powder, Star anise",Other
Karuveppilai Podi Idli Recipe-Spicy Lentil & Curry Leaves Powder Tossed Idli,"Idli, Sesame (Gingelly) Oil, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Curry leaves, Chana dal (Bengal Gram Dal), Asafoetida (hing), Dry Red Chillies, Cumin seeds (Jeera), White Urad Dal (Split), Oil, Salt, Whole Black Peppercorns",Indian
Red Chilli Coconut Chutney Recipe - South Indian Chutney,"Coconut Oil, Pearl onions (Sambar Onions), Garlic, Fresh coconut, Ginger, Dry Red Chillies, Roasted Gram Dal (Pottukadalai), Salt, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Curry leaves, White Urad Dal (Split), Dry Red Chillies, Coconut Oil",Other
Mini Dal Samosa Curry/Sabzi Recipe,"Cardamom (Elaichi) Pods/Seeds, Whole Black Peppercorns, Cinnamon Stick (Dalchini), Cloves (Laung), Mace (Javitri), Bay leaf (tej patta), Black cardamom (Badi Elaichi), Kasuri Methi (Dried Fenugreek Leaves), Kashmiri Red Chilli Powder, Turmeric powder (Haldi), Coriander Powder (Dhania), Garam masala powder, Samosas, Cashew nuts, Green Chilli, Onion, Tomato, Ginger, Sugar, Fresh cream, Oil",Indian
ग्रिल्ड हमस पनीर भुर्जी सैंडविच रेसिपी - Grilled Hummus Paneer Bhurji Sandwich Recipe,"काबुली चना या छोला, तिल (सफ़ेद), लहुसन, निम्बू का रस, जीरा पाउडर , ओलिव का तेल, प्याज, शिमला मिर्च (हरी), गाजर, पनीर, चीज़, जीरा पाउडर , लाल मिर्च पाउडर , नमक, ओलिव का तेल, ब्राउन ब्रेड",American
Mango Iced Tea Recipe,"Mango (Ripe), Tea bags, Lemon juice, Sugar, Water, Lemon, Mint Leaves (Pudina), Ice cubes, Mango (Ripe)",Other
Sweet Potato & Green Bean Salad Recipe,"Sweet Potatoes, Cherry tomatoes, Green beans (French Beans), Red onion, Green Chilli, Extra Virgin Olive Oil, Lemon juice, Salt and Pepper",Other
Papaya Banana Smoothie Recipe,"Milk, Papaya, Ripe Bananas, Dates, Ice cubes",Other
Roasted Peanut & Fried Gram Chikki Recipe,"Roasted Peanuts (Moongphali), Roasted Gram Dal (Pottukadalai), Jaggery, Ghee",Other
Baingan Sarson Ka Saag Recipe – Brinjal Mustard Greens Recipe,"Brinjal, mustard, onion, garlic, ginger, cumin, red chili powder, coriander powder, garam masala powder, dried mango powder, salt, mustard oil",Other
Kiwi Popsicles Recipe - Without Sugar,"Hung Curd (Greek Yogurt), Kiwi, Honey",Other
Greek Yogurt Chocolate Mousse Recipe ,"Hung Curd (Greek Yogurt), Sugar, Vanilla Extract, Dark chocolate, Mint Leaves (Pudina), Dark chocolate, Fresh cream",Other
Roasted Beet Salad Recipe With Pearl Barley & Spinach,"Barley (seeds), Spinach Leaves (Palak), Fresh Pomegranate Fruit Kernels, Beetroot, Apple cider vinegar, Black pepper powder, Honey, Lemon juice, Salt, Extra Virgin Olive Oil",Other
Spiced Mulled Apple Juice Recipe,"Apple juice, Cinnamon Stick (Dalchini), Nutmeg, Cloves (Laung), Black pepper powder, Ginger, Orange peel",Other
Jhal Muri/Moodi Recipe -Spicy Puffed Rice,"Puffed rice, Onion, Cucumber, Potato (Aloo), Tomato, Green Chillies, Roasted Peanuts (Moongphali), Dry coconut (kopra), Coriander (Dhania) Leaves, Lemon juice, Muri Masala, Mustard oil",Other
Italian Oats Bread Upma Recipe,"Whole Wheat Brown Bread, Instant Oats (Oatmeal), Tomatoes, Carrots (Gajjar), Onions, Green Chillies, Coriander (Dhania) Leaves, Salt, Oil",Other
करी पाउडर रेसिपी - Curry Powder Recipe,"धनिये के बीज, जीरा, सौंफ , सुखी लाल मिर्च , हल्दी पाउडर",Indian
Eggless Lemon Pound Cake Recipe,"Butter (Unsalted), Caster Sugar, All Purpose Flour (Maida), Salt, Baking powder, Milk, Lemon juice, Vanilla Extract, Lemon zest, Flax seed powder (flax meal), Water",Other
Bitter Gourd Juice Recipe - Karela Juice,"Karela (Bitter Gourd/ Pavakkai), Ginger, Lemon juice, Turmeric powder (Haldi), Black Salt (Kala Namak), Salt, Honey, Black pepper powder, Mint Leaves (Pudina)",Other
Malvani Masala Powder Recipe,"Dried red chillies, coriander seeds, whole black pepper, fennel seeds, cumin seeds, poppy seeds, mace, cloves, cinnamon, star anise, stone flower, nutmeg powder, turmeric powder, asafoetida",Indian
Biryani Masala Powder Recipe - Biryani Masala Powder Recipe,"Bay leaf, coriander seeds, whole black pepper, ajwain, cumin seeds, cardamom, black cardamom, mace, stone flower, star anise, nutmeg powder, cinnamon, cloves",Indian
मटन घी रोस्ट रेसिपी - Mutton Ghee Roast Recipe,"मटन, दही, हल्दी पाउडर, निम्बू का रस, नमक, सुखी लाल मिर्च , लॉन्ग, पूरी काली मिर्च, मेथी के दाने, धनिये के बीज, जीरा, लहसुन, इमली का पेस्ट, घी, कढ़ी पत्ता , गुड़, नमक",Other
Dahi Vada With Sweet & Spicy Chutney Recipe,"White Urad Dal (Split), Cooking soda, Salt, Sweet Chutney (Date & Tamarind), Red Chilli powder, Cumin powder (Jeera), Black Salt (Kala Namak), Chaat Masala Powder",Other
Spinach Rice Recipe - Palak Pulao,"Cooked rice, Spinach Leaves (Palak), Cumin seeds (Jeera), Ginger, Tomato, Turmeric powder (Haldi), Sambar Powder, Garam masala powder, Ghee, Salt",Other
Pineapple Jal Jeera Recipe - Sweet & Sour Pineapple Drink,"Mint powder (Pudina), Cumin seeds (Jeera), Black pepper powder, Citric acid crystals, Asafoetida (hing), Dry ginger powder, Black Salt (Kala Namak), Amchur (Dry Mango Powder), Cardamom (Elaichi) Pods/Seeds, Salt, Sugar, Fennel seeds (Saunf), Pineapple juice, Chilled water, Jal Jeera Powder, Lemon juice",Other
Foxtail Millet Paruppu Adai With Keerai Recipe - Foxtail Millet and Lentil Crepes with Spinach,"Foxtail Millet, Arhar dal (Split Toor Dal), Yellow Moong Dal (Split), Chana dal (Bengal Gram Dal), Dry Red Chillies, Spinach, Green Chillies, Fennel seeds (Saunf), Oil, Salt",Other
Dragon Fruit and Rose Water Popsicle Recipe,"Pink Flesh Dragon Fruit/Pitaya, Rose water, Honey",Other
Pomegranate Mint Cocktail Recipe,"Fresh Pomegranate Fruit Kernels, Mint Leaves (Pudina), Salt, Lemons, Aerated water (Soda Water), Ice cubes, Apple Vodka",Other
Arbi Ke Patte Ke Pakode - Colocasia Leaf Rolls Recipe,"Gram flour (besan), Colocasia Leaves (Arbi), Red Chilli powder, Amchur (Dry Mango Powder), Coriander Powder (Dhania), Cumin powder (Jeera), Ginger Garlic Paste, Salt, Water, Chaat Masala Powder, Lemon wedges, Oil",Other
Ginger Cardamom Chai -Spice Infused Indian Style Milk Tea,"Water, Cardamom (Elaichi) Pods/Seeds, Ginger, Assam tea leaves, Milk, Sugar",Other
Sundaikkai Godumai Rava Upma Recipe,"Turkey berry, Broken Wheat (Dalia/ Godumai Rava), Water, Onion, Turmeric powder (Haldi), Dry Red Chillies, Ginger, Asafoetida (hing), Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Chana dal (Bengal Gram Dal), Raw Peanuts (Moongphali), Methi Seeds (Fenugreek Seeds), Curry leaves, Coriander (Dhania) Leaves, Salt, Oil",Other
Paprika Chicken Skewers Recipe,"Chicken breasts, Red Bell pepper (Capsicum), Yellow Bell Pepper (Capsicum), Green Bell Pepper (Capsicum), Garlic, Paprika powder, Salt, Whole Black Peppercorns, Extra Virgin Olive Oil",Other
फॉक्सटेल मिलेट कीरइ परुप्पु अडाई रेसिपी - Foxtail Millet Paruppu Adai With Keerai Recipe,"फॉक्सटेल मिलेट, अरहर दाल, पिली मूंग दाल , चना दाल, सुखी लाल मिर्च , पालक, हरी मिर्च, सौंफ , तेल, नमक",Other
